OpInt [X] 143;Perf [Y] 143
0.751731;0.404398
1.946762;1.204428
1.809999;1.498914
3.406377;1.693699
1.063643;1.634004
0.858759;1.725392
1.351499;1.786280
1.220414;1.758807
1.001133;1.712569
0.953870;1.712974
0.827939;1.687477
0.696280;1.671042
0.610031;1.658201
0.556719;1.644800
0.489554;1.603788
0.445635;1.613362
0.432585;1.616066
0.369360;0.923976
0.371632;1.570204
0.357501;1.473622
