OpInt [X] 129;Perf [Y] 129
2.950077;2.192816
3.389774;2.232579
3.842558;2.265387
3.074766;2.259645
2.060339;2.210416
1.436539;2.174177
1.445339;2.148329
1.112201;2.127939
0.834151;2.106357
0.790127;2.094555
0.781895;2.085453
0.757224;2.050685
0.715045;2.054468
0.693623;2.002220
