OpInt [X] 125;Perf [Y] 125
1.864962;1.211559
2.154565;1.223507
2.350872;1.228560
1.938911;1.227524
1.352666;1.215233
0.948243;1.198807
0.969023;1.185177
0.757259;1.186704
0.582339;1.183523
0.558593;1.183647
0.548717;1.180955
0.530299;1.173483
0.500922;1.178590
0.477572;1.173876
