OpInt [X] 141;Perf [Y] 141
2.013637;0.935583
2.245639;0.935537
1.614123;0.924613
1.184628;0.915399
0.925441;0.911662
0.751084;0.908552
0.618200;0.906500
0.558220;0.906228
0.494612;0.906293
0.439155;0.906405
0.406412;0.902836
0.404643;0.908372
0.390908;0.921351
0.375777;0.921836
