OpInt [X] 125;Perf [Y] 125
2.528071;1.209621
3.107280;1.224838
3.097193;1.227808
2.762087;1.226581
1.861866;1.207999
1.364557;1.193875
1.069915;1.188794
0.876650;1.184663
0.754730;1.185363
0.654886;1.182386
0.600450;1.183105
0.549791;1.183595
0.518616;1.181198
0.484581;1.179030
