OpInt [X] 117;Perf [Y] 117
1.985560;0.721963
2.345909;0.721495
2.398270;0.727497
1.983459;0.743380
1.299836;0.733858
0.944918;0.744424
0.765406;0.739326
0.660986;0.742240
0.593725;0.742229
0.529421;0.741728
0.500576;0.747310
0.473372;0.752766
0.442573;0.750458
0.420014;0.753705
