OpInt [X] 000;Perf [Y] 000
1.720249;0.557627
1.785232;0.567839
1.859909;0.563594
1.102197;0.532306
1.276833;0.532938
0.831453;0.485387
0.611657;0.438875
0.441266;0.388383
0.399277;0.374874
0.343162;0.350436
0.313329;0.338085
0.295891;0.333231
0.286976;0.330591
0.279961;0.329884
